Número,Ano,Processo,Modalidade,Objeto,Situação,Valor,Órgão,Categoria,Link Aviso,Link Contrato
90003,2025,004100150003092025,CONCORRÊNCIA PÚBLICA NACIONAL,"Contratação de empresa especializada para realizar a construção de estrutura física, para campo de futebol Society (Areninha Potiguar), na Escola Estadual  Dom Nivaldo Monte, localizada na Rua Rio Lar",PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12479,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12479
90002,2025,004100460017322024,PREGÃO ELETRÔNICO,Aquisição generos alimentícios para atender os alunnos matriculados na jurisidição da 16ª DIREC - JOÃO CÂMARA/RN,PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12399,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12399
90002,2025,004100150003552025,CONCORRÊNCIA PÚBLICA NACIONAL,"Contratação de empresa especializada para construção de estrutura física, para campo de futebol Society (Areninha Potiguar), na Escola Estadual Professor Paulo Nobre, localizada na Rua Professor Caeta",PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12480,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12480
90001,2025,004100210044502024,PREGÃO ELETRÔNICO,"Contratação de serviços de Merendeiras, a serem executados com regime de dedicação exclisiva de mão de obra, conforme as condições, quantidades e especificações estabelecidas no Termo de Referência.",PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12394,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12394
017,2025,004100210006772025,CHAMADA PÚBLICA,"O objeto da presente Chamada Pública é a aquisição do gênero alimentício da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar –PNAE",PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12460,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12460
016,2025,004100460002932025,CHAMADA PÚBLICA,Aquisição generos alimentícios proviniente da Agricultura Familiar atender os alunos matriculados na jurisidição da 16ª DIREC - JOÃO CAMARA/RN,PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12459,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12459
004,2025,004100280008552025,CHAMADA PÚBLICA,"O objeto da presente Chamada Pública é a aquisição do gênero alimentício da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar –PNAE",PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12433,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12433
001,2025,004100280007132025,CHAMADA PÚBLICA,"Aquisição de gêneros alimentícios da Agricultura Familiar  e do Empreendedor Familiar Rural, para fornecimento de alimentação dos alunos matriculados nas escolas  estaduais da jurisdição da 1ª Diretor",PUBLICADA,"0,00",SEEC,EDUCAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12427,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12427
90012,2025,015103030000712025,PREGÃO ELETRÔNICO,"CONTRATAÇÃO DE EMPRESA PARA A ELABORAÇÃO DOS PROJETOS COMPLEMENTARES PARA A CONSTRUÇÃO DA NOVA SEDE DO 9º BATALHÃO DA POLÍCIA MILITAR DO ESTADO DO RIO GRANDE DO NORTE, LOCALIZADO NA RUA BUENOS AIRES,",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12519,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12519
90011,2025,004100150018572025,CONCORRÊNCIA PÚBLICA NACIONAL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR A AMPLIAÇÃO DA ESCOLA ESTADUAL PROFESSORA MARIA ILKA DE MOURA, LOCALIZADA A RUA DR. MANOEL MIRANDA, 2758 - BOM PASTOR, NATAL - RN, 59037-250.",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12513,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12513
90010,2025,022103200000662025,PREGÃO ELETRÔNICO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ELABORAÇÃO DAS PEÇAS TÉCNICAS E GRÁFICAS NECESSÁRIAS E INDISPENSÁVEIS À EXECUÇÃO DE OBRAS PÚBLICAS, NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA DIRETA DO ESTADO DO RIO G",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12507,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12507
90009,2025,060100430011192024,CONCORRÊNCIA PÚBLICA NACIONAL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE RESERVATÓRIO DE ÁGUA NA CADEIA PÚBLICA DE MOSSORÓ, LOCALIZADA NA RN 015, ESTRADA MOSSORÓ/ BARAÚNA, SÍTIO RIACHO GRANDE, MOSSORÓ/RN.",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12501,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12501
90008,2025,019100230062722024,CONCORRÊNCIA PÚBLICA NACIONAL,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM REFORMA PARA ADAPTAÇÃO ÀS NORMAS DE SEGURANÇA CONTRA INCÊNDIO E PÂNICO E ADEQUAÇÕES NO PRÉDIO ONDE FUNCIONA O PARQUE CIENTÍFICO E TECNOLÓGICO AUGUSTO SEVERO – P,PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12486,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12486
90007,2025,004100150009862024,CONCORRÊNCIA PÚBLICA NACIONAL,"A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR A REFORMA E AMPLIAÇÃO DA E. E. T. I. ESTUDANTE JOSE FRANCISCO FILHO, LOCALIZADO NA AV. JOAO F. DA CRUZ, 765-657, POÇO BRANCO - RN, 59560-000.",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12451,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12451
90006,2025,022104000003232024,TOMADA DE PREÇOS,A contratação de empresa especializada no monitoramento permanente do desempenho da concessionária (Arena das Dunas Concessão e Eventos S/A) por verificador independente.,PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12439,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12439
90005,2025,006100790009642024,CONCORRÊNCIA PÚBLICA NACIONAL,"A CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA OBRA DE REFORMA PARA ADEQUAÇÃO DO SISTEMA DE PROTEÇÃO, PREVENÇÃO E COMBATE A INCÊNDIO E DESCARGAS ATMOSFÉRICAS, AFIM DE SOLICITAR AVCB DO CORPO DE BOMBEIROS",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12422,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12422
90004,2025,006100790010302024,CONCORRÊNCIA  NACIONAL,"CONTRATAÇÃO DE EMPRESA ELABORAÇÃO DE PROJETOS BÁSICOS E EXECUTIVOS DE ARQUITETURA E COMPLEMENTARES, PEÇAS ORÇAMENTÁRIAS, INCLUINDO LEVANTAMENTOS, AS BUILT, ENSAIOS DE SOLO, PARA REFORMA DA UNIDADE CE",HOMOLOGADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12453,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12453
90003,2025,004100150010352024,CONCORRÊNCIA PÚBLICA NACIONAL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR A REFORMA E AMPLIAÇÃO DA ESCOLA ESTADUAL MARIA CRISTINA, LOCALIZADA NA RUA MANOEL COSTA, 455, BOA ESPERANÇA, PARNAMIRIM/RN",HOMOLOGADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12430,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12430
90002,2025,006100790009142024,CONCORRÊNCIA PÚBLICA NACIONAL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM REFORMA DO BANCO DE LEITE HUMANO DO HOSPITAL DR. JOSÉ PEDRO BEZERRA, LOCALIZADO NA R. ARAQUARI, S/N - POTENGI, NATAL - RN, 59110-390.",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12358,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12358
90001,2025,039101460000212024,CONCORRÊNCIA PÚBLICA NACIONAL,"A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE 03 (TRÊS) BLOCOS DE ALOJAMENTOS, COM RESERVATÓRIO SUPERIOR DE 5000L (CAIXA D'ÁGUA), FOSSA E SUMIDOURO, A SEREM CONSTRUÍDOS NA SEDE REGIONAL",PUBLICADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12336,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12336
01,2025,006100790019882022,CREDENCIAMENTO,"A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REFORMA E AMPLIAÇÃO DO HOSPITAL REGIONAL TARCÍSIO MAIA – HRTM, SENDO A REFORMA DA URGÊNCIA E EMERGÊNCIA, PEDIATRIA E NECROTÉRIO, CENTRO CIRÚGICO, CME E LA",HOMOLOGADA,"0,00",SIN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12424,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12424
90099,2025,006102090003122024,PREGÃO ELETRÔNICO,"a aquisição de produtos para Terapia Nutricional Enteral/Oral,",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12455,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12455
90095,2025,006102560005492025,PREGÃO ELETRÔNICO,REGISTRO DE PREÇO PARA AQUISIÇAO DE MEDICAMENTOS,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12525,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12525
90094,2025,006109990001152202512,PREGÃO ELETRÔNICO,aquisição de generos alimenticios,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12515,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12515
90094,2025,006109990001522025,PREGÃO ELETRÔNICO,aqusição de generos alimenticios,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12516,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12516
90093,2025,006105190000012025,PREGÃO ELETRÔNICO,registro de preço para aquisição de insumos,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12517,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12517
90090,2025,006104230000222024,PREGÃO ELETRÔNICO,"aquisição de ferramentas, eletrodos,discos de corte etc",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12524,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12524
90089,2025,006104230000242024,PREGÃO ELETRÔNICO,aquisição de material hidraulico,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12511,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12511
90088,2025,006102300003002024,PREGÃO ELETRÔNICO,"Aquisição de medicamentos, para fins de cumprimento de Decisões Judiciais",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12369,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12369
90086,2025,006109980002952024,PREGÃO ELETRÔNICO,Registro de Preços com vistas à aquisição de CPAB bolha atender às necessidades dos Hospitais da Secretaria Estadual de Saúde do Rio Grande do Norte (SESAP),PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12425,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12425
90084,2025,006102090002922024,PREGÃO ELETRÔNICO,aquisição de produtos para Terapia Nutricional Enteral/Oral,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12489,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12489
90083,2025,006102300001922024,PREGÃO ELETRÔNICO,"Aquisição de medicamentos, Demandas Judiciais",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12235,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12235
90082,2025,006109990004462024,PREGÃO ELETRÔNICO,Aquisição de gêneros alimentícios não perecíveis,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12310,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12310
90081,2025,006102560009122024,PREGÃO ELETRÔNICO,"Aquisição de Produtos para Saúde - AGULHAS, SERINGAS E EQUIPOS",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12476,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12476
90079,2025,006102300004342024,PREGÃO ELETRÔNICO,"Aquisição de medicamentos, para fins de cumprimento de Decisões Judiciais proferidas em face do Estado do Rio Grande do Norte,",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12473,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12473
90078,2025,006100140009062025,PREGÃO ELETRÔNICO,"empresa especializada na prestação dos serviços de coleta, transporte, tratamento e des",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12462,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12462
90077,2025,006105190000132025,PREGÃO ELETRÔNICO,"registro de preço, com a finalidade de aquisição para INSUMOS EM GERAL afim de atender às necessidades de 05 Unidades Laboratoriais da Rede Pública de Saúde do Estado do Rio Grande do Norte (RN)",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12470,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12470
90075,2025,006109980000332024,PREGÃO ELETRÔNICO,Aquisição de Ambulância para atender as demandas do Hospital Regional Nelson Inácio dos Santos,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12403,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12403
90074,2025,006109980003092024,PREGÃO ELETRÔNICO,Registro de Preços com vistas à aquisição de esfigmomanômetro para atender às necessidades dos Hospitais da SESAP,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12468,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12468
90073,2025,006102560009972024,PREGÃO ELETRÔNICO,Aquisição de Medicamentos - PENICILINAS E CEFALOSPORINAS,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12449,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12449
90072,2025,006102090002192024,PREGÃO ELETRÔNICO,aquisição de fórmulas infantis destinadas às crianças com Alergia à Proteína do Leite de Vaca (APLV) a fim de atender por 12 (doze) meses às crianças beneficiadas pelo Termo de Ajustamento de Conduta,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12464,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12464
90071,2025,006102560008082024,PREGÃO ELETRÔNICO,Aquisição de Medicamentos - DIVERSOS,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12148,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12148
90070,2025,006105190001132024,PREGÃO ELETRÔNICO,e aquisição para INSUMOS EM GERAL afim de atender às necessidades de 10 Unidades Laboratoriais da Rede Pública de Saúde da SESAP,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12452,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12452
90069,2025,006100290004692025,PREGÃO ELETRÔNICO,"AQUISIÇÃO de MATERIAIS DE CONSUMO - DESCARTÁVEIS,",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12450,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12450
90068,2025,006102560001522024,PREGÃO ELETRÔNICO,Aquisição de Produtos para Saúde - CURATIVOS COBERTURA,HOMOLOGADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12047,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12047
90067,2025,006102300000332024,PREGÃO ELETRÔNICO,Aquisição de  Material Hospitalar,SUSPENSO,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12012,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12012
90066,2025,006108810000162024,PREGÃO ELETRÔNICO,"aquisição de macas para obeso e macas retráteis padrão para serem utilizadas pelo SAMU 192 RN, visando atender às necessidades deste Serviço de Atendimento Móvel de Urgência,",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12456,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12456
90065,2025,006110560000752024,PREGÃO ELETRÔNICO,": Contratação de empresa especializada na prestação de serviço móvel de Terapia Renal Substitutiva (hemodiálise, diálise peritoneal, hemoperfusão)",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12447,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12447
90064,2025,006100910012052023,PREGÃO ELETRÔNICO,"contratação por sistema de registro de preço, de empresa especializada na prestação de serviços de locação de veículos - viatura Ambulância TIPO “B” DE SUPORTE INTERMEDIÁRIO, para atender as necessida",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12458,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12458
90062,2025,006110560001352024,PREGÃO ELETRÔNICO,"Contratação de empresa especializada na prestação de serviço móvel de Terapia Renal Substitutiva (hemodiálise, diálise peritoneal, hemoperfusão) com suporte de nefrologistas e equipe de profissionais",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12361,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12361
90060,2025,006109980003292024,PREGÃO ELETRÔNICO,o Registro de Preços com vistas à aquisição de Bomba extratora de leite humano para atender às necessidades dos Hospitais da Secretaria Estadual de Saúde do Rio Grande do Norte (SESAP),FRACASSADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12368,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12368
90059,2025,006102560003832024,PREGÃO ELETRÔNICO,Aquisição de Produtos para Saúde - FIOS,HOMOLOGADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12170,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12170
90058,2025,006102560008542024,PREGÃO ELETRÔNICO,Aquisição de medicamentos do grupo do sistema,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12408,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12408
90057,2025,006100290113752023,PREGÃO ELETRÔNICO,Registro de Preços para contratação de empresa pra fornecimento contínuo de MATERIAIS DE CONSUMO- PRODUTOS PARA LAVANDERIA,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12409,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12409
90056,2025,006109980002552024,PREGÃO ELETRÔNICO,Registro de Preços com vistas à aquisição de aparelhos de ar condicionado atender às necessidades dos Hospitais da Secretaria Estadual de Saúde do Rio Grande do Norte (SESAP),PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12414,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12414
90055,2025,006100040003522024,PREGÃO ELETRÔNICO,"contratação de serviços técnicos especializados para análise, desenvolvimento, aplicação, suporte e gestão na área de tecnologia da informação e comunicação",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/12429,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/12429
